"1992","47","20486842"
"1992","48","16044038"
"1992","49","19568308"
"1992","50","20378666"
"1992","51","20168835"
"1992","52","14787420"
"1992","53","11796988"
"1993","1","2938601"
"1993","2","18753939"
"1993","3","18371094"
"1993","4","19361128"
"1993","5","21557308"
"1993","6","20343674"
"1993","7","19379543"
"1993","8","18247914"
"1993","9","18947543"
"1993","10","18665185"
"1993","11","19670422"
"1993","12","16670720"
"1993","13","20362250"
"1993","14","18034528"
"1993","15","17954914"
"1993","16","18425743"
"1993","17","18336146"
"1993","18","17902159"
"1993","19","17946088"
"1993","20","17794486"
"1993","21","18108886"
"1993","22","18446195"
"1993","23","16646769"
"1993","24","17914571"
"1993","25","18582859"
"1993","26","18356375"
"1993","27","17081236"
"1993","28","13816367"
"1993","29","16309181"
"1993","30","17067200"
"1993","31","15971354"
"1993","32","17030347"
"1993","33","17053343"
"1993","34","17448720"
"1993","35","17937749"
"1993","36","18497134"
"1993","37","17225736"
"1993","38","18871148"
"1993","39","18789163"
"1993","40","18467775"
"1993","41","18885276"
"1993","42","19422214"
"1993","43","19538340"
"1993","44","18397833"
"1993","45","19046816"
"1993","46","19268476"
"1993","47","19482598"
"1993","48","15197693"
"1993","49","18271557"
"1993","50","19510476"
"1993","51","18470293"
"1993","52","15815558"
"1993","53","14831689"
"1994","1","17978668"
"1994","2","19396478"
"1994","3","15163906"
"1994","4","20665317"
"1994","5","20009715"
"1994","6","19782963"
"1994","7","20488827"
"1994","8","21439396"
"1994","9","20953224"
"1994","10","20635356"
"1994","11","22187287"
"1994","12","21478660"
"1994","13","20399803"
"1994","14","20277079"
"1994","15","21063559"
"1994","16","21283978"
"1994","17","19851144"
"1994","18","19635875"
"1994","19","19771494"
"1994","20","19539535"
"1994","21","19800875"
"1994","22","18610880"
"1994","23","19616654"
"1994","24","19086617"
"1994","25","19403347"
"1994","26","18583560"
"1994","27","14957710"
"1994","28","17880981"
"1994","29","19689843"
"1994","30","20241243"
"1994","31","19806540"
"1994","32","20674574"
"1994","33","20827855"
"1994","34","21281386"
"1994","35","21282407"
"1994","36","19414446"
"1994","37","20335594"
"1994","38","20297399"
"1994","39","20822585"
"1994","40","18633255"
"1994","41","20468212"
"1994","42","20629035"
"1994","43","20441804"
"1994","44","20212090"
"1994","45","20405188"
"1994","46","20089472"
"1994","47","18017523"
"1994","48","21287925"
"1994","49","21459960"
"1994","50","20572043"
"1994","51","20436682"
"1994","52","16234325"
"1995","1","17332065"
"1995","2","21303074"
"1995","3","21520765"
"1995","4","20839548"
"1995","5","21623988"
"1995","6","19977765"
"1995","7","20615648"
"1995","8","22558890"
"1995","9","20796202"
"1995","10","19864369"
"1995","11","20892702"
"1995","12","20864370"
"1995","13","20647600"
"1995","14","19688034"
"1995","15","19608741"
"1995","16","19483817"
"1995","17","20162993"
"1995","18","19326603"
"1995","19","19207391"
"1995","20","19094537"
"1995","21","19081904"
"1995","22","17909127"
"1995","23","18119606"
"1995","24","18647742"
"1995","25","20102410"
"1995","26","18712382"
"1995","27","15866882"
"1995","28","19368426"
"1995","29","20106403"
"1995","30","19838970"
"1995","31","18232742"
"1995","32","19410977"
"1995","33","19457825"
"1995","34","19874628"
"1995","35","20733447"
"1995","36","20052304"
"1995","37","21048855"
"1995","38","20852233"
"1995","39","21504248"
"1995","40","20692989"
"1995","41","21383342"
"1995","42","21117642"
"1995","43","19826621"
"1995","44","20523115"
"1995","45","20286711"
"1995","46","20124468"
"1995","47","18184332"
"1995","48","20669557"
"1995","49","20136966"
"1995","50","20483813"
"1995","51","19908044"
"1995","52","15305935"
"1996","1","17743752"
"1996","2","16856955"
"1996","3","19515701"
"1996","4","19890171"
"1996","5","17767433"
"1996","6","17872087"
"1996","7","21595577"
"1996","8","21183871"
"1996","9","21632358"
"1996","10","21341273"
"1996","11","21558301"
"1996","12","21718985"
"1996","13","21079249"
"1996","14","20429726"
"1996","15","20280973"
"1996","16","20065978"
"1996","17","20730284"
"1996","18","20698172"
"1996","19","20030434"
"1996","20","20577109"
"1996","21","20047232"
"1996","22","19736022"
"1996","23","20994294"
"1996","24","21381779"
"1996","25","19591891"
"1996","26","18833169"
"1996","27","16461154"
"1996","28","19276820"
"1996","29","20750558"
"1996","30","21325474"
"1996","31","20739439"
"1996","32","21270154"
"1996","33","21628796"
"1996","34","21633739"
"1996","35","21258744"
"1996","36","20549310"
"1996","37","20669113"
"1996","38","21644347"
"1996","39","20898045"
"1996","40","22131556"
"1996","41","20913359"
"1996","42","20453524"
"1996","43","20209060"
"1996","44","20471655"
"1996","45","20923139"
"1996","46","20663194"
"1996","47","21439118"
"1996","48","18464863"
"1996","49","21292903"
"1996","50","21678554"
"1996","51","20973205"
"1996","52","15192865"
"1996","53","7790055"
"1997","1","12342409"
"1997","2","20925808"
"1997","3","19189101"
"1997","4","20890164"
"1997","5","21174250"
"1997","6","22327735"
"1997","7","21776990"
"1997","8","22220804"
"1997","9","22196864"
"1997","10","21160597"
"1997","11","21697874"
"1997","12","22355211"
"1997","13","22356489"
"1997","14","18566956"
"1997","15","19288592"
"1997","16","21025447"
"1997","17","21055166"
"1997","18","21665244"
"1997","19","21141082"
"1997","20","21766672"
"1997","21","21924115"
"1997","22","20245034"
"1997","23","21190839"
"1997","24","21000362"
"1997","25","20137656"
"1997","26","21047274"
"1997","27","17382436"
"1997","28","19295996"
"1997","29","20597635"
"1997","30","20845154"
"1997","31","19865707"
"1997","32","21349254"
"1997","33","20991099"
"1997","34","21272781"
"1997","35","20884195"
"1997","36","19828353"
"1997","37","21702051"
"1997","38","21807127"
"1997","39","21540432"
"1997","40","21096694"
"1997","41","21057081"
"1997","42","21041498"
"1997","43","20911506"
"1997","44","20367640"
"1997","45","20706129"
"1997","46","20560696"
"1997","47","20827161"
"1997","48","20004321"
"1997","49","22131000"
"1997","50","21548877"
"1997","51","22568438"
"1997","52","17128486"
"1997","53","11951312"
"1998","1","8204935"
"1998","2","22271310"
"1998","3","23040102"
"1998","4","23844202"
"1998","5","20693681"
"1998","6","21194605"
"1998","7","22644701"
"1998","8","22915225"
"1998","9","20425107"
